,Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
1464,2021/08/08 15:05:16;;;;;;;6.43;3.65;;;24.80;60.70;;;;;;5034786;28;20040;-42
1465,2021/08/08 15:07:41;;;;;;;6.78;3.50;;;24.80;60.50;;;;;;5052306;28;20107;-43
1466,2021/08/08 15:10:07;;;;;;;7.18;3.40;;;24.80;60.50;;;;;;5052761;28;20017;-41
1467,2021/08/08 15:12:33;;;;;;;5.38;3.28;;;24.80;60.40;;;;;;5052799;28;20367;-44
1468,2021/08/08 15:14:58;;;;;;;7.10;3.70;;;24.90;60.30;;;;;;5052474;28;20025;-45
1469,2021/08/08 15:17:24;;;;;;;6.18;3.28;;;24.90;60.20;;;;;;5052505;28;20029;-43
1470,2021/08/08 15:19:49;;;;;;;4.93;3.45;;;25.00;60.20;;;;;;5052700;28;20380;-44
1471,2021/08/08 15:22:15;;;;;;;6.10;3.60;;;24.90;60.10;;;;;;5052549;28;20037;-42
1472,2021/08/08 15:24:40;;;;;;;6.85;3.17;;;25.00;59.90;;;;;;5034728;28;20391;-44
1473,2021/08/08 15:27:06;;;;;;;5.80;3.05;;;25.00;59.90;;;;;;5052591;28;20033;-41
1474,2021/08/08 15:29:31;;;;;;;4.93;3.22;;;25.00;59.90;;;;;;5034664;28;20040;-44
1475,2021/08/08 15:31:57;;;;;;;6.25;3.10;;;25.00;59.80;;;;;;5034558;28;20040;-45
1476,2021/08/08 15:34:23;;;;;;;4.50;3.10;;;25.00;59.80;;;;;;5035324;28;20078;-43
1477,2021/08/08 15:36:48;;;;;;;6.18;3.30;;;25.00;59.60;;;;;;5034656;28;20080;-44
1478,2021/08/08 15:39:14;;;;;;;5.65;3.15;;;25.00;59.60;;;;;;5052111;28;20054;-41
1479,2021/08/08 15:41:39;;;;;;;4.45;2.90;;;25.10;59.60;;;;;;5052063;28;20041;-41
1480,2021/08/08 15:44:05;;;;;;;5.75;3.00;;;25.10;59.50;;;;;;5051859;28;20025;-42
1481,2021/08/08 15:46:31;;;;;;;5.63;3.25;;;25.10;59.40;;;;;;5034631;28;20052;-42
1482,2021/08/08 15:48:57;;;;;;;6.35;3.50;;;25.10;59.30;;;;;;5050694;28;20032;-44
1483,2021/08/08 15:51:22;;;;;;;4.20;2.80;;;25.10;59.20;;;;;;5053207;28;20463;-43
1484,2021/08/08 15:53:48;;;;;;;5.93;2.95;;;25.10;59.20;;;;;;5037830;28;20025;-45
1485,2021/08/08 15:56:13;;;;;;;4.55;2.70;;;25.10;59.10;;;;;;5037551;28;20394;-44
1486,2021/08/08 15:58:39;;;;;;;6.90;3.05;;;25.10;59.30;;;;;;5055520;28;20474;-41
1487,2021/08/08 16:01:04;;;;;;;5.68;3.25;;;25.10;59.20;;;;;;5037387;28;20033;-40
1488,2021/08/08 16:03:30;;;;;;;8.05;2.75;;;25.20;59.10;;;;;;5055396;28;20036;-40
1489,2021/08/08 16:05:55;;;;;;;7.70;3.25;;;25.20;59.80;;;;;;5037721;28;20396;-40
1490,2021/08/08 16:08:22;;;;;;;5.10;2.80;;;25.30;60.00;;;;;;5054441;28;20052;-49
1491,2021/08/08 16:10:51;;;;;;;5.38;3.42;;;25.30;60.20;;;;;;5036618;28;20074;-49
1492,2021/08/08 16:13:17;;;;;;;3.78;2.58;;;25.40;60.30;;;;;;5053991;28;20021;-50
1493,2021/08/08 16:15:43;;;;;;;4.95;2.92;;;25.50;60.50;;;;;;5054326;28;20017;-49
1494,2021/08/08 16:18:08;;;;;;;4.63;2.83;;;25.50;60.50;;;;;;5036145;28;20060;-52
1495,2021/08/08 16:20:34;;;;;;;6.50;2.78;;;25.60;60.40;;;;;;5053837;28;20479;-49
1496,2021/08/08 16:22:59;;;;;;;3.55;2.55;;;25.60;60.50;;;;;;5036075;28;20036;-48
1497,2021/08/08 16:25:25;;;;;;;5.18;2.40;;;25.70;60.40;;;;;;5053709;28;20033;-47
1498,2021/08/08 16:27:50;;;;;;;3.78;2.25;;;25.70;58.30;;;;;;5053693;28;20028;-51
1499,2021/08/08 16:30:16;;;;;;;5.32;2.67;;;25.60;57.10;;;;;;5053648;28;20060;-48
1500,2021/08/08 16:32:41;;;;;;;3.63;2.22;;;25.70;56.00;;;;;;5053461;28;20541;-50
1501,2021/08/08 16:35:09;;;;;;;7.43;2.55;;;25.60;54.70;;;;;;5053520;28;20033;-53
1502,2021/08/08 16:37:34;;;;;;;6.13;2.63;;;25.60;53.70;;;;;;5036214;28;20545;-55
1503,2021/08/08 16:40:00;;;;;;;7.22;2.75;;;25.60;53.30;;;;;;5035829;28;20041;-50
1504,2021/08/08 16:42:26;;;;;;;3.78;2.55;;;25.60;53.80;;;;;;5035719;28;20025;-46
1505,2021/08/08 16:44:52;;;;;;;5.88;2.78;;;25.70;53.20;;;;;;5053160;28;20065;-50
1506,2021/09/27 00:00:18;;;;;;;9.60;7.05;;;24.20;67.60;;;;;;5052765;28;20091;-63
1507,2021/09/27 00:02:44;;;;;;;8.75;6.82;;;24.30;67.70;;;;;;5054249;28;20036;-63
1508,2021/09/27 00:05:12;;;;;;;8.63;7.03;;;24.20;67.70;;;;;;5054222;28;20033;-63
1509,2021/09/27 00:07:38;;;;;;;8.32;7.38;;;24.30;67.80;;;;;;5052794;28;20033;-63
1510,2021/09/27 00:10:04;;;;;;;8.40;7.43;;;24.30;67.80;;;;;;5053899;28;20029;-63
1511,2021/09/27 00:12:29;;;;;;;8.02;7.18;;;24.30;67.80;;;;;;5053777;28;20025;-63
1512,2021/09/27 00:14:55;;;;;;;7.95;7.15;;;24.20;67.80;;;;;;5053808;28;20362;-63
1513,2021/09/27 00:17:20;;;;;;;8.70;7.25;;;24.30;67.80;;;;;;5053740;28;20033;-64
1514,2021/09/27 00:19:46;;;;;;;8.35;7.40;;;24.20;67.80;;;;;;5053780;28;20028;-64
1515,2021/09/27 00:22:11;;;;;;;8.98;7.15;;;24.20;67.80;;;;;;5052559;28;20099;-64
1516,2021/09/27 00:24:37;;;;;;;7.63;6.78;;;24.20;67.80;;;;;;5053869;28;20063;-64
1517,2021/09/27 00:27:03;;;;;;;7.95;7.03;;;24.20;67.80;;;;;;5053853;28;20029;-64
1518,2021/09/27 00:29:28;;;;;;;7.28;6.53;;;24.20;67.80;;;;;;5053519;28;20036;-63
1519,2021/09/27 00:31:54;;;;;;;8.40;7.15;;;24.20;67.70;;;;;;5053382;28;20513;-61
1520,2021/09/27 00:34:19;;;;;;;9.32;7.55;;;24.20;67.70;;;;;;5053604;28;20116;-63
1521,2021/09/27 00:36:45;;;;;;;8.00;6.85;;;24.20;67.70;;;;;;5053407;28;20095;-63
1522,2021/09/27 00:39:10;;;;;;;8.88;7.18;;;24.20;67.70;;;;;;5053376;28;20021;-62
1523,2021/09/27 00:41:36;;;;;;;7.68;6.70;;;24.20;67.70;;;;;;5053439;28;20029;-62
1524,2021/09/27 00:44:02;;;;;;;7.68;6.88;;;24.20;67.70;;;;;;5053230;28;20064;-63
1525,2021/09/27 00:46:28;;;;;;;8.30;6.95;;;24.20;67.70;;;;;;5053436;28;20120;-63
1526,2021/09/27 00:48:54;;;;;;;7.03;6.32;;;24.20;67.80;;;;;;5053301;28;20488;-61
1527,2021/09/27 00:51:24;;;;;;;8.23;7.38;;;24.20;67.80;;;;;;5053274;28;20021;-62
1528,2021/09/27 00:54:00;;;;;;;8.15;6.63;;;24.20;67.80;;;;;;5052285;28;20028;-61
1529,2021/09/27 00:56:32;;;;;;;7.78;6.80;;;24.20;67.80;;;;;;5035720;28;20036;-63
1530,2021/09/27 00:58:57;;;;;;;7.03;6.28;;;24.20;67.80;;;;;;5053199;28;20380;-63
1531,2021/09/27 01:01:23;;;;;;;7.25;6.53;;;24.20;67.80;;;;;;5052039;28;20029;-63
1532,2021/09/27 01:03:49;;;;;;;8.23;6.78;;;24.20;67.80;;;;;;5053415;28;20496;-62
1533,2021/09/27 01:06:35;;;;;;;7.97;6.70;;;24.20;67.80;;;;;;5053371;28;20041;-62
1534,2021/09/27 01:09:38;;;;;;;7.38;6.57;;;24.20;67.70;;;;;;5048814;28;20090;-61
1535,2021/09/27 01:12:25;;;;;;;7.97;6.97;;;24.20;67.70;;;;;;5053037;28;20025;-62
1536,2021/09/27 01:15:16;;;;;;;7.75;6.80;;;24.10;67.80;;;;;;5053057;28;20025;-62
1537,2021/09/27 01:17:59;;;;;;;8.20;6.97;;;24.20;67.70;;;;;;5051335;28;20110;-62
1538,2021/09/27 01:20:46;;;;;;;8.77;6.90;;;24.10;67.60;;;;;;5052819;28;20017;-61
1539,2021/09/27 01:23:30;;;;;;;7.93;6.30;;;24.20;67.60;;;;;;5051579;28;20035;-62
1540,2021/09/27 01:26:15;;;;;;;7.53;6.30;;;24.10;67.60;;;;;;5052668;28;20024;-61
1541,2021/09/27 01:29:05;;;;;;;7.10;6.30;;;24.10;67.60;;;;;;5051456;28;20044;-62
1542,2021/09/27 01:32:14;;;;;;;6.32;5.68;;;24.10;67.50;;;;;;5052590;28;20092;-62
1543,2021/09/27 01:34:46;;;;;;;7.95;6.75;;;24.10;67.60;;;;;;5050267;28;20048;-61
1544,2021/09/27 01:37:28;;;;;;;6.97;6.28;;;24.10;67.60;;;;;;5047995;28;20146;-62
1545,2021/09/27 01:40:08;;;;;;;7.18;6.30;;;24.10;67.60;;;;;;5051336;28;20027;-61
1546,2021/09/27 01:43:10;;;;;;;7.57;6.75;;;24.10;67.70;;;;;;5051182;28;20082;-62
1547,2021/09/27 01:46:18;;;;;;;8.07;6.22;;;24.10;67.70;;;;;;5044647;28;20111;-62
1548,2021/09/27 01:48:58;;;;;;;6.88;6.18;;;24.10;67.70;;;;;;5051159;28;20033;-62
1549,2021/09/27 01:51:58;;;;;;;7.82;6.45;;;24.10;67.80;;;;;;5051492;28;20021;-62
1550,2021/09/27 01:54:43;;;;;;;7.80;6.35;;;24.10;67.80;;;;;;5051215;28;20025;-61
1551,2021/09/27 01:57:46;;;;;;;7.57;6.53;;;24.10;67.80;;;;;;5034436;28;20032;-62
1552,2021/09/27 02:00:23;;;;;;;7.22;6.38;;;24.10;67.90;;;;;;5052033;28;20031;-62
1553,2021/09/27 02:03:13;;;;;;;7.00;6.18;;;24.00;67.90;;;;;;5050388;28;20469;-64
1554,2021/09/27 02:06:08;;;;;;;6.75;5.85;;;24.10;67.90;;;;;;5050730;28;20116;-64
1555,2021/09/27 02:08:49;;;;;;;7.40;6.53;;;24.10;67.90;;;;;;5050750;28;20021;-64
1556,2021/09/27 02:11:23;;;;;;;7.47;6.63;;;24.10;68.00;;;;;;5052017;28;20025;-64
1557,2021/09/27 02:13:53;;;;;;;7.57;6.22;;;24.00;68.00;;;;;;5050782;28;20033;-63
1558,2021/09/27 02:16:43;;;;;;;7.67;6.60;;;24.00;68.00;;;;;;5050809;28;20035;-62
1559,2021/09/27 02:19:35;;;;;;;7.18;6.30;;;24.00;68.00;;;;;;5050873;28;20407;-62
1560,2021/09/27 02:22:20;;;;;;;7.47;6.13;;;24.10;68.00;;;;;;5050438;28;20029;-62
1561,2021/09/27 02:25:04;;;;;;;7.25;6.20;;;24.10;68.00;;;;;;5051824;28;20032;-62
1562,2021/09/27 02:27:30;;;;;;;7.22;5.95;;;24.00;68.00;;;;;;5050473;28;20074;-62
1563,2021/09/27 02:29:56;;;;;;;7.38;6.30;;;24.00;68.00;;;;;;5050679;28;20476;-61
1564,2021/09/27 02:32:35;;;;;;;6.78;5.70;;;24.00;68.00;;;;;;5050465;28;20076;-61
1565,2021/09/27 02:35:06;;;;;;;6.72;5.82;;;24.00;68.00;;;;;;5050557;28;20029;-62
1566,2021/09/27 02:38:09;;;;;;;6.68;5.88;;;24.00;68.00;;;;;;5050350;28;20037;-62
1567,2021/09/27 02:40:57;;;;;;;7.05;5.90;;;24.00;67.90;;;;;;5050410;28;20064;-61
1568,2021/09/27 02:43:24;;;;;;;7.03;5.75;;;24.00;67.90;;;;;;5050394;28;20051;-62
1569,2021/09/27 02:45:50;;;;;;;6.82;6.13;;;24.00;67.90;;;;;;5050361;28;20021;-63
1570,2021/09/27 02:48:28;;;;;;;7.00;6.30;;;24.00;67.90;;;;;;5050278;28;20036;-63
1571,2021/09/27 02:50:54;;;;;;;6.55;5.90;;;24.00;67.90;;;;;;5051591;28;20025;-64
1572,2021/09/27 02:53:20;;;;;;;6.18;5.57;;;24.00;67.90;;;;;;5051574;28;20021;-63
1573,2021/09/27 02:55:57;;;;;;;6.35;5.70;;;24.10;67.90;;;;;;5051419;28;20032;-63
1574,2021/09/27 02:58:30;;;;;;;6.22;5.45;;;24.00;67.90;;;;;;5050343;28;20384;-63
1575,2021/09/27 03:01:18;;;;;;;7.05;6.20;;;24.00;67.90;;;;;;5051475;28;20017;-63
1576,2021/09/27 03:03:59;;;;;;;6.57;5.97;;;24.00;67.80;;;;;;5050399;28;20032;-62
1577,2021/09/27 03:06:33;;;;;;;6.45;5.60;;;24.00;67.80;;;;;;5051314;28;20380;-61
1578,2021/09/27 03:09:20;;;;;;;6.95;5.97;;;24.00;67.90;;;;;;5051427;28;20029;-62
1579,2021/09/27 03:11:57;;;;;;;7.32;6.05;;;24.00;67.90;;;;;;5051232;28;20025;-62
1580,2021/09/27 03:14:48;;;;;;;6.38;5.70;;;24.00;67.90;;;;;;5050044;28;20029;-62
1581,2021/09/27 03:17:33;;;;;;;6.68;5.97;;;24.00;67.80;;;;;;5053821;28;20021;-61
1582,2021/09/27 03:20:09;;;;;;;7.15;6.10;;;24.00;67.90;;;;;;5053654;28;20107;-61
1583,2021/09/27 03:23:01;;;;;;;6.90;6.03;;;24.00;67.80;;;;;;5053896;28;20491;-62
1584,2021/09/27 03:25:57;;;;;;;6.32;5.70;;;24.00;67.80;;;;;;5053846;28;20032;-62
1585,2021/09/27 03:28:51;;;;;;;6.28;5.63;;;24.00;67.80;;;;;;5055034;28;20033;-63
1586,2021/09/27 03:31:21;;;;;;;6.32;5.72;;;24.00;67.80;;;;;;5053706;28;20120;-63
1587,2021/09/27 03:34:25;;;;;;;7.35;6.22;;;24.00;67.90;;;;;;5053425;28;20377;-63
1588,2021/09/27 03:37:16;;;;;;;6.55;5.95;;;24.00;67.80;;;;;;5053780;28;20017;-61
1589,2021/09/27 03:40:06;;;;;;;8.02;6.07;;;24.00;67.80;;;;;;5053545;28;20029;-62
1590,2021/09/27 03:42:49;;;;;;;6.07;5.53;;;24.00;67.80;;;;;;5054601;28;20025;-62
1591,2021/09/27 03:45:18;;;;;;;6.35;5.75;;;24.00;67.80;;;;;;5053391;28;20362;-62
1592,2021/09/27 03:48:03;;;;;;;6.80;6.10;;;24.00;67.80;;;;;;5036750;28;20029;-62
1593,2021/09/27 03:50:37;;;;;;;6.70;5.88;;;24.00;67.80;;;;;;5053225;28;20115;-62
1594,2021/09/27 03:53:07;;;;;;;6.78;5.55;;;23.90;67.80;;;;;;5053380;28;20013;-62
1595,2021/09/27 03:55:53;;;;;;;6.88;6.18;;;24.00;67.80;;;;;;5053261;28;20032;-62
1596,2021/09/27 03:58:21;;;;;;;7.35;6.07;;;24.00;67.70;;;;;;5053353;28;20029;-62
1597,2021/09/27 04:00:56;;;;;;;6.68;5.40;;;23.90;67.70;;;;;;5054326;28;20464;-62
1598,2021/09/27 04:03:37;;;;;;;7.72;5.90;;;24.00;67.70;;;;;;5053328;28;20468;-62
1599,2021/09/27 04:06:23;;;;;;;6.38;5.20;;;24.00;67.70;;;;;;5053179;28;20028;-62
1600,2021/09/27 04:09:05;;;;;;;6.47;5.88;;;23.90;67.80;;;;;;5054027;28;20033;-61
1601,2021/09/27 04:11:56;;;;;;;6.80;5.80;;;24.00;67.70;;;;;;5054155;28;20024;-62
1602,2021/09/27 04:14:35;;;;;;;6.65;5.93;;;24.00;67.80;;;;;;5054157;28;20025;-62
1603,2021/09/27 04:17:33;;;;;;;6.95;5.90;;;23.90;67.80;;;;;;5054293;28;20084;-62
1604,2021/09/27 04:20:19;;;;;;;6.13;5.15;;;24.00;67.70;;;;;;5052869;28;20037;-62
1605,2021/09/27 04:23:05;;;;;;;6.22;5.60;;;23.90;67.80;;;;;;5052781;28;20427;-62
1606,2021/09/27 04:26:01;;;;;;;6.38;5.60;;;23.90;67.80;;;;;;5052504;28;20029;-61
1607,2021/09/27 04:28:35;;;;;;;6.97;5.63;;;23.90;67.80;;;;;;5052547;28;20539;-61
1608,2021/09/27 04:31:09;;;;;;;6.13;5.53;;;23.90;67.80;;;;;;5052452;28;20029;-61
1609,2021/09/27 04:33:59;;;;;;;6.03;5.43;;;23.90;67.90;;;;;;5053458;28;20045;-61
1610,2021/09/27 04:36:30;;;;;;;6.50;5.78;;;23.90;67.80;;;;;;5052348;28;20092;-63
1611,2021/09/27 04:38:59;;;;;;;6.75;5.63;;;23.90;67.90;;;;;;5035735;28;20029;-63
1612,2021/09/27 04:41:24;;;;;;;6.90;6.07;;;23.90;67.90;;;;;;5052256;28;20468;-62
1613,2021/09/27 04:44:20;;;;;;;6.68;6.00;;;23.90;67.90;;;;;;5053486;28;20036;-62
1614,2021/09/27 04:47:08;;;;;;;6.20;5.60;;;24.00;67.90;;;;;;5053631;28;20377;-61
1615,2021/09/27 04:49:55;;;;;;;6.18;5.57;;;23.90;67.90;;;;;;5052388;28;20689;-62
1616,2021/09/27 04:52:44;;;;;;;7.80;5.78;;;23.90;67.90;;;;;;5053710;28;20072;-62
1617,2021/09/27 04:55:18;;;;;;;6.20;5.60;;;23.90;67.90;;;;;;5052380;28;20025;-62
1618,2021/09/27 04:57:50;;;;;;;6.90;5.93;;;23.90;67.90;;;;;;5052305;28;20025;-62
1619,2021/09/27 05:00:19;;;;;;;6.00;5.40;;;23.90;67.90;;;;;;5035343;28;20031;-62
1620,2021/09/27 05:02:54;;;;;;;7.35;5.72;;;23.90;67.90;;;;;;5052111;28;20028;-63
1621,2021/09/27 05:05:58;;;;;;;6.38;5.78;;;23.90;67.90;;;;;;5052137;28;20025;-61
1622,2021/09/27 05:08:37;;;;;;;6.30;5.63;;;23.90;67.80;;;;;;5051874;28;20056;-62
1623,2021/09/27 05:11:35;;;;;;;6.10;5.50;;;23.90;67.90;;;;;;5052124;28;20033;-63
1624,2021/09/27 05:14:03;;;;;;;6.13;5.32;;;23.90;67.90;;;;;;5048063;28;20052;-62
1625,2021/09/27 05:16:54;;;;;;;6.15;5.55;;;23.90;67.90;;;;;;5051952;28;20021;-61
1626,2021/09/27 05:19:30;;;;;;;6.30;5.55;;;23.90;67.80;;;;;;5053107;28;20396;-62
1627,2021/09/27 05:22:14;;;;;;;6.13;5.47;;;23.90;67.90;;;;;;5051819;28;20112;-63
1628,2021/09/27 05:25:02;;;;;;;6.00;5.40;;;23.90;67.90;;;;;;5052687;28;20476;-63
1629,2021/09/27 05:27:59;;;;;;;6.05;5.13;;;23.90;67.80;;;;;;5051532;28;20392;-63
1630,2021/09/27 05:30:50;;;;;;;6.13;5.35;;;23.90;67.80;;;;;;5051499;28;20039;-63
1631,2021/09/27 05:33:48;;;;;;;6.50;5.53;;;23.90;67.80;;;;;;5051192;28;20037;-63
1632,2021/09/27 05:36:17;;;;;;;7.00;5.72;;;23.90;67.80;;;;;;5051478;28;20021;-63
1633,2021/09/27 05:38:46;;;;;;;5.63;5.13;;;23.90;67.90;;;;;;5034084;28;20163;-63
1634,2021/09/27 05:41:49;;;;;;;8.23;5.90;;;23.90;67.90;;;;;;5051104;28;20044;-63
1635,2021/09/27 05:44:30;;;;;;;7.22;6.25;;;23.90;67.80;;;;;;5052486;28;20055;-64
1636,2021/09/27 05:47:05;;;;;;;6.32;5.55;;;23.90;67.90;;;;;;5051222;28;20029;-61
1637,2021/09/27 05:49:49;;;;;;;6.32;5.50;;;23.90;67.90;;;;;;5051100;28;20063;-61
1638,2021/09/27 05:52:39;;;;;;;6.38;5.78;;;23.90;67.80;;;;;;5051076;28;20021;-61
1639,2021/09/27 05:55:08;;;;;;;6.20;5.60;;;23.90;67.90;;;;;;5052279;28;20021;-61
1640,2021/09/27 05:57:55;;;;;;;7.05;6.35;;;23.90;67.90;;;;;;5050485;28;20058;-63
1641,2021/09/27 06:00:40;;;;;;;8.05;6.97;;;23.90;67.80;;;;;;5033092;28;20036;-61
1642,2021/09/27 06:03:34;;;;;;;7.07;6.38;;;23.90;67.80;;;;;;5051510;28;20033;-62
1643,2021/09/27 06:06:06;;;;;;;9.05;7.05;;;23.80;68.10;;;;;;5051315;28;20476;-61
1644,2021/09/27 06:08:34;;;;;;;8.02;6.65;;;23.80;68.30;;;;;;5051403;28;20021;-61
1645,2021/09/27 06:11:07;;;;;;;8.85;7.45;;;23.80;68.30;;;;;;5048747;28;20429;-62
1646,2021/09/27 06:13:34;;;;;;;8.52;7.07;;;23.80;68.50;;;;;;5049059;28;20020;-61
1647,2021/09/27 06:16:06;;;;;;;9.57;7.53;;;23.80;68.50;;;;;;5051607;28;20135;-62
1648,2021/09/27 06:18:53;;;;;;;10.23;7.15;;;23.90;68.40;;;;;;5047713;28;20025;-62
1649,2021/09/27 06:21:23;;;;;;;8.70;7.25;;;23.80;68.50;;;;;;5043665;28;20021;-61
1650,2021/09/27 06:24:11;;;;;;;10.20;7.47;;;23.80;68.60;;;;;;5049862;28;20021;-62
1651,2021/09/27 06:26:44;;;;;;;8.00;7.20;;;23.80;68.60;;;;;;5049330;28;20024;-63
1652,2021/09/27 06:29:44;;;;;;;8.73;7.18;;;23.80;68.60;;;;;;5034284;28;20029;-63
1653,2021/09/27 06:32:43;;;;;;;9.68;7.75;;;23.80;68.60;;;;;;5049412;28;20052;-62
1654,2021/09/27 06:35:13;;;;;;;11.03;8.37;;;23.80;68.50;;;;;;5050670;28;20520;-63
1655,2021/09/27 06:37:38;;;;;;;8.13;6.90;;;23.80;68.60;;;;;;5046324;28;20029;-62
1656,2021/09/27 06:40:08;;;;;;;9.55;7.53;;;23.80;68.60;;;;;;5049548;28;20035;-61
1657,2021/09/27 06:42:33;;;;;;;8.73;7.13;;;23.80;68.70;;;;;;5050471;28;20029;-59
1658,2021/09/27 06:44:59;;;;;;;8.52;7.63;;;23.80;68.70;;;;;;5051998;28;20132;-59
1659,2021/09/27 06:47:25;;;;;;;8.43;7.25;;;23.80;68.70;;;;;;5050406;28;20539;-62
1660,2021/09/27 06:49:50;;;;;;;7.65;6.80;;;23.80;68.80;;;;;;5052933;28;20217;-62
1661,2021/09/27 06:52:17;;;;;;;8.90;6.60;;;23.80;68.80;;;;;;5055365;28;20029;-65
1662,2021/09/27 06:54:43;;;;;;;7.43;6.35;;;23.80;68.90;;;;;;5054248;28;20075;-65
1663,2021/09/27 06:57:09;;;;;;;7.55;6.75;;;23.80;68.90;;;;;;5054261;28;20040;-64
1664,2021/09/27 06:59:35;;;;;;;7.22;6.32;;;23.90;68.90;;;;;;5054516;28;20484;-63
1665,2021/09/27 07:02:00;;;;;;;7.75;6.90;;;23.90;68.80;;;;;;5050099;28;20032;-60
1666,2021/09/27 07:04:26;;;;;;;7.30;6.43;;;23.90;68.60;;;;;;5051203;28;20059;-60
1667,2021/09/27 07:06:51;;;;;;;8.65;7.30;;;23.90;68.70;;;;;;5051101;28;20033;-61
1668,2021/09/27 07:09:17;;;;;;;9.27;7.55;;;23.90;68.70;;;;;;5050110;28;20107;-60
1669,2021/09/27 07:11:43;;;;;;;10.35;8.10;;;23.90;68.70;;;;;;5051831;28;20094;-60
1670,2021/09/27 07:14:08;;;;;;;9.80;7.80;;;23.90;68.80;;;;;;5051217;28;20667;-60
1671,2021/09/27 07:16:35;;;;;;;10.02;7.53;;;23.90;68.70;;;;;;5051704;28;20021;-61
1672,2021/09/27 07:19:00;;;;;;;10.05;7.75;;;23.90;68.80;;;;;;5051552;28;20029;-60
1673,2021/09/27 07:21:26;;;;;;;8.93;7.72;;;23.90;68.80;;;;;;5051721;28;20095;-61
1674,2021/09/27 07:23:51;;;;;;;10.32;8.05;;;23.90;68.80;;;;;;5051237;28;20033;-60
1675,2021/09/27 07:26:18;;;;;;;8.20;7.22;;;23.90;68.90;;;;;;5051601;28;20107;-60
1676,2021/09/27 07:28:44;;;;;;;11.35;8.05;;;23.80;68.90;;;;;;5050180;28;20116;-61
1677,2021/09/27 07:31:10;;;;;;;10.00;8.10;;;23.80;69.00;;;;;;5051379;28;20129;-61
1678,2021/09/27 07:33:35;;;;;;;10.73;8.30;;;23.80;69.00;;;;;;5051290;28;20487;-60
1679,2021/09/27 07:36:02;;;;;;;9.93;7.40;;;23.90;68.90;;;;;;5051392;28;20064;-60
1680,2021/09/27 07:38:27;;;;;;;9.25;7.18;;;23.90;69.10;;;;;;5051450;28;20032;-59
1681,2021/09/27 07:40:53;;;;;;;8.27;6.97;;;23.80;69.20;;;;;;5051446;28;20021;-60
1682,2021/09/27 07:43:19;;;;;;;9.13;7.68;;;23.80;69.20;;;;;;5051281;28;20464;-60
1683,2021/09/27 07:45:44;;;;;;;10.15;8.15;;;23.90;69.20;;;;;;5050029;28;20045;-62
1684,2021/09/27 07:48:13;;;;;;;8.90;7.50;;;23.90;69.10;;;;;;5049669;28;20029;-61
1685,2021/09/27 07:50:38;;;;;;;11.48;7.43;;;24.00;68.90;;;;;;5050691;28;20472;-61
1686,2021/09/27 07:53:04;;;;;;;10.13;7.68;;;24.00;69.00;;;;;;5049557;28;20035;-62
1687,2021/09/27 07:55:29;;;;;;;11.60;9.07;;;24.00;68.90;;;;;;5050635;28;20481;-61
1688,2021/09/27 07:57:55;;;;;;;9.68;8.00;;;24.00;68.60;;;;;;5032149;28;20082;-61
1689,2021/09/27 08:00:20;;;;;;;11.43;7.95;;;24.00;68.50;;;;;;5049859;28;20053;-61
1690,2021/09/27 08:02:46;;;;;;;11.32;8.50;;;24.00;68.40;;;;;;5050637;28;20033;-61
1691,2021/09/27 08:05:17;;;;;;;10.73;8.60;;;24.00;68.30;;;;;;5050568;28;20544;-62
1692,2021/09/27 08:07:43;;;;;;;10.00;8.52;;;24.00;68.30;;;;;;5048769;28;20102;-61
1693,2021/09/27 08:10:09;;;;;;;14.23;9.07;;;24.00;68.20;;;;;;5048403;28;20143;-62
1694,2021/09/27 08:12:37;;;;;;;12.65;9.18;;;24.00;68.20;;;;;;5048899;28;20028;-61
1695,2021/09/27 08:15:05;;;;;;;11.43;9.05;;;24.00;68.20;;;;;;5048947;28;20529;-61
1696,2021/09/27 08:17:31;;;;;;;12.23;9.10;;;23.90;68.20;;;;;;5048817;28;20025;-60
1697,2021/09/27 08:20:00;;;;;;;12.88;9.10;;;23.90;68.20;;;;;;5048720;28;20051;-63
1698,2021/09/27 08:22:25;;;;;;;11.98;8.40;;;23.90;68.20;;;;;;5050537;28;20507;-62
1699,2021/09/27 08:24:50;;;;;;;11.20;9.35;;;23.90;68.20;;;;;;5050516;28;20063;-62
1700,2021/09/27 08:27:16;;;;;;;12.45;8.63;;;23.90;68.20;;;;;;5050594;28;20044;-61
1701,2021/09/27 08:29:41;;;;;;;14.20;9.70;;;23.90;68.10;;;;;;5050470;28;20535;-61
1702,2021/09/27 08:32:07;;;;;;;13.27;9.60;;;23.90;68.30;;;;;;5049994;28;20127;-61
1703,2021/09/27 08:34:32;;;;;;;11.93;8.90;;;23.90;68.40;;;;;;5050301;28;20445;-61
1704,2021/09/27 08:36:58;;;;;;;11.35;9.00;;;23.90;68.50;;;;;;5050086;28;20071;-61
1705,2021/09/27 08:39:24;;;;;;;13.68;9.50;;;23.90;68.60;;;;;;5050067;28;20033;-61
1706,2021/09/27 08:42:07;;;;;;;10.93;8.68;;;23.90;68.70;;;;;;5049927;28;20082;-61
